"","Symbol","Security.Name","Market.Category","Test.Issue","Financial.Status","Round.Lot.Size","ETF","NextShares"
"970","DMXF","iShares ESG Advanced MSCI EAFE ETF","G","N","N",100,"Y","N"
"971","DNKN","Dunkin' Brands Group, Inc. - Common Stock","Q","N","N",100,"N","N"
"972","DNLI","Denali Therapeutics Inc. - Common Stock","Q","N","N",100,"N","N"
"973","DOCU","DocuSign, Inc. - Common Stock","Q","N","N",100,"N","N"
"974","DOGZ","Dogness (International) Corporation - Class A Common Stock","G","N","N",100,"N","N"
"975","DOMO","Domo, Inc. - Class B Common Stock","G","N","N",100,"N","N"
"976","DOOO","BRP Inc. - Common Subordinate Voting Shares","Q","N","N",100,"N","N"
"977","DORM","Dorman Products, Inc. - Common Stock","Q","N","N",100,"N","N"
"978","DOX","Amdocs Limited - Ordinary Shares","Q","N","N",100,"N","N"
"979","DOYU","DouYu International Holdings Limited - American Depositary Shares","Q","N","N",100,"N","N"
"980","DPHC","DiamondPeak Holdings Corp. - Class A Common Stock","S","N","N",100,"N","N"
"981","DPHCU","DiamondPeak Holdings Corp. - Units","S","N","N",100,"N","N"
"982","DPHCW","DiamondPeak Holdings Corp. - Warrant","S","N","N",100,"N","N"
"983","DRAD","Digirad Corporation - Common Stock","G","N","N",100,"N","N"
"984","DRADP","Digirad Corporation - Series A Cumulative Perpetual Preferred Stock","G","N","N",100,"N","N"
"985","DRIO","DarioHealth Corp. - Common Stock","S","N","N",100,"N","N"
"986","DRIOW","DarioHealth Corp. - Warrant","S","N","N",100,"N","N"
"987","DRIV","Global X Autonomous & Electric Vehicles ETF","G","N","N",100,"Y","N"
"988","DRNA","Dicerna Pharmaceuticals, Inc. - Common Stock","Q","N","N",100,"N","N"
"989","DRRX","DURECT Corporation - Common Stock","S","N","N",100,"N","N"
"990","DRTT","DIRTT Environmental Solutions Ltd. - Common Shares","Q","N","N",100,"N","N"
"991","DSGX","The Descartes Systems Group Inc. - Common Stock","Q","N","N",100,"N","N"
"992","DSKE","Daseke, Inc. - Common Stock","S","N","N",100,"N","N"
"993","DSKEW","Daseke, Inc. - Warrant","S","N","N",100,"N","N"
"994","DSPG","DSP Group, Inc. - Common Stock","Q","N","N",100,"N","N"
"995","DSWL","Deswell Industries, Inc. - Common Shares","G","N","N",100,"N","N"
"996","DTEA","DAVIDsTEA Inc. - Common Stock","G","N","D",100,"N","N"
"997","DTIL","Precision BioSciences, Inc. - Common Stock","Q","N","N",100,"N","N"
"998","DTSS","Datasea Inc. - Common Stock","S","N","D",100,"N","N"
"999","DUO","Fangdd Network Group Ltd. - American Depositary Shares","G","N","N",100,"N","N"
"1000","DUOT","Duos Technologies Group, Inc. - Common Stock","S","N","N",100,"N","N"
"1001","DUSA","Davis Select U.S. Equity ETF","G","N","N",100,"Y","N"
"1002","DVAX","Dynavax Technologies Corporation - Common Stock","S","N","N",100,"N","N"
"1003","DVLU","First Trust Dorsey Wright Momentum & Value ETF","G","N","N",100,"Y","N"
"1004","DVOL","First Trust Dorsey Wright Momentum & Low Volatility ETF","G","N","N",100,"Y","N"
"1005","DVY","iShares Select Dividend ETF","G","N","N",100,"Y","N"
"1006","DWAS","Invesco DWA SmallCap Momentum ETF","G","N","N",100,"Y","N"
"1007","DWAT","Arrow DWA Tactical ETF","G","N","N",100,"Y","N"
"1008","DWAW","AdvisorShares Dorsey Wright FSM All Cap World ETF","G","N","N",100,"Y","N"
"1009","DWCR","Arrow DWA Country Rotation ETF","G","N","N",100,"Y","N"
"1010","DWEQ","AdvisorShares Dorsey Wright Alpha Equal Weight ETF","G","N","N",100,"Y","N"
"1011","DWFI","SPDR Dorsey Wright Fixed Income Allocation ETF","G","N","N",100,"Y","N"
"1012","DWLD","Davis Select Worldwide ETF","G","N","N",100,"Y","N"
"1013","DWMC","AdvisorShares Dorsey Wright Micro-Cap ETF","G","N","N",100,"Y","N"
"1014","DWPP","First Trust Dorsey Wright People's Portfolio ETF","G","N","N",100,"Y","N"
"1015","DWSH","AdvisorShares Dorsey Wright Short ETF","G","N","N",100,"Y","N"
"1016","DWSN","Dawson Geophysical Company - Common Stock","Q","N","N",100,"N","N"
"1017","DWUS","AdvisorShares Dorsey Wright FSM US Core ETF","G","N","N",100,"Y","N"
"1018","DXCM","DexCom, Inc. - Common Stock","Q","N","N",100,"N","N"
"1019","DXGE","WisdomTree Germany Hedged Equity Fund","G","N","N",100,"Y","N"
"1020","DXJS","WisdomTree Japan Hedged SmallCap Equity Fund","G","N","N",100,"Y","N"
"1021","DXLG","Destination XL Group, Inc. - Common Stock","Q","N","D",100,"N","N"
"1022","DXPE","DXP Enterprises, Inc. - Common Stock","Q","N","N",100,"N","N"
"1023","DXYN","The Dixie Group, Inc. - Common Stock","G","N","D",100,"N","N"
"1024","DYAI","Dyadic International, Inc. - Common Stock","S","N","N",100,"N","N"
"1025","DYN","Dyne Therapeutics, Inc. - Common Stock","Q","N","N",100,"N","N"
"1026","DYNT","Dynatronics Corporation - Common Stock","S","N","D",100,"N","N"
"1027","DZSI","DZS Inc. - Common Stock","S","N","N",100,"N","N"
"1028","EA","Electronic Arts Inc. - Common Stock","Q","N","N",100,"N","N"
"1029","EARS","Auris Medical Holding Ltd. - Common Shares","S","N","N",100,"N","N"
"1030","EAST","Eastside Distilling, Inc. - Common Stock","S","N","D",100,"N","N"
"1031","EBAY","eBay Inc. - Common Stock","Q","N","N",100,"N","N"
"1032","EBAYL","eBay Inc. - 6.0% Notes Due 2056","Q","N","N",100,"N","N"
"1033","EBIX","Ebix, Inc. - Common Stock","Q","N","N",100,"N","N"
"1034","EBIZ","Global X E-commerce ETF","G","N","N",100,"Y","N"
"1035","EBMT","Eagle Bancorp Montana, Inc. - Common Stock","G","N","N",100,"N","N"
"1036","EBON","Ebang International Holdings Inc. - Class A Ordinary Shares","Q","N","N",100,"N","N"
"1037","EBSB","Meridian Bancorp, Inc. - Common Stock","Q","N","N",100,"N","N"
"1038","EBTC","Enterprise Bancorp Inc - Common Stock","Q","N","N",100,"N","N"
"1039","ECHO","Echo Global Logistics, Inc. - Common Stock","Q","N","N",100,"N","N"
"1040","ECOL","US Ecology, Inc. - Common Stock","Q","N","N",100,"N","N"
"1041","ECOLW","US Ecology, Inc. - warrant","S","N","N",100,"N","N"
"1042","ECOR","electroCore, Inc. - Common Stock","Q","N","N",100,"N","N"
"1043","ECOW","Pacer Emerging Markets Cash Cows 100 ETF","G","N","N",100,"Y","N"
"1044","ECPG","Encore Capital Group Inc - Common Stock","Q","N","N",100,"N","N"
"1045","EDAP","EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share","G","N","N",100,"N","N"
"1046","EDIT","Editas Medicine, Inc. - Common Stock","Q","N","N",100,"N","N"
"1047","EDNT","Edison Nation, Inc. - Common Stock","S","N","N",100,"N","N"
"1048","EDOC","Global X Telemedicine & Digital Health ETF","G","N","N",100,"Y","N"
"1049","EDRY","EuroDry Ltd. - Common Shares","S","N","N",100,"N","N"
"1050","EDSA","Edesa Biotech, Inc. - Common Shares","S","N","N",100,"N","N"
"1051","EDTK","Skillful Craftsman Education Technology Limited - Ordinary Share","S","N","N",100,"N","N"
"1052","EDUC","Educational Development Corporation - Common Stock","G","N","N",100,"N","N"
"1053","EDUT","Global X Education ETF","G","N","N",100,"Y","N"
"1054","EEFT","Euronet Worldwide, Inc. - Common Stock","Q","N","N",100,"N","N"
"1055","EEMA","iShares MSCI Emerging Markets Asia ETF","G","N","N",100,"Y","N"
"1056","EFAS","Global X MSCI SuperDividend EAFE ETF","G","N","N",100,"Y","N"
"1057","EFOI","Energy Focus, Inc. - Common Stock","S","N","D",100,"N","N"
"1058","EFSC","Enterprise Financial Services Corporation - Common Stock","Q","N","N",100,"N","N"
"1059","EGAN","eGain Corporation - Common Stock","S","N","N",100,"N","N"
"1060","EGBN","Eagle Bancorp, Inc. - Common Stock","S","N","N",100,"N","N"
"1061","EGLE","Eagle Bulk Shipping Inc. - Common Stock","Q","N","N",100,"N","N"
"1062","EGOV","NIC Inc. - Common Stock","Q","N","N",100,"N","N"
"1063","EGRX","Eagle Pharmaceuticals, Inc. - Common Stock","G","N","N",100,"N","N"
"1064","EH","EHang Holdings Limited - ADS","G","N","N",100,"N","N"
"1065","EHTH","eHealth, Inc. - Common Stock","Q","N","N",100,"N","N"
"1066","EIDX","Eidos Therapeutics, Inc. - Common Stock","Q","N","N",100,"N","N"
"1067","EIGI","Endurance International Group Holdings, Inc. - Common Stock","Q","N","N",100,"N","N"
"1068","EIGR","Eiger BioPharmaceuticals, Inc. - Common Stock","G","N","N",100,"N","N"
"1069","EKSO","Ekso Bionics Holdings, Inc. - Common Stock","S","N","N",100,"N","N"
"1070","ELOX","Eloxx Pharmaceuticals, Inc. - Common Stock","G","N","N",100,"N","N"
"1071","ELSE","Electro-Sensors, Inc. - Common Stock","S","N","N",100,"N","N"
"1072","ELTK","Eltek Ltd. - Ordinary Shares","S","N","N",100,"N","N"
"1073","EMB","iShares J.P. Morgan USD Emerging Markets Bond ETF","G","N","N",100,"Y","N"
"1074","EMCB","WisdomTree Emerging Markets Corporate Bond Fund","G","N","N",100,"Y","N"
"1075","EMCF","Emclaire Financial Corp - Common Stock","S","N","N",100,"N","N"
"1076","EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","G","N","N",100,"Y","N"
"1077","EMKR","EMCORE Corporation - Common Stock","G","N","N",100,"N","N"
"1078","EML","Eastern Company (The) - Common Stock","G","N","N",100,"N","N"
"1079","EMXC","iShares MSCI Emerging Markets ex China ETF","G","N","N",100,"Y","N"
"1080","EMXF","iShares ESG Advanced MSCI EM ETF","G","N","N",100,"Y","N"
"1081","ENDP","Endo International plc - Ordinary Shares","Q","N","N",100,"N","N"
"1082","ENG","ENGlobal Corporation - Common Stock","S","N","D",100,"N","N"
"1083","ENLV","Enlivex Therapeutics Ltd. - Ordinary Shares","S","N","N",100,"N","N"
"1084","ENOB","Enochian Biosciences, Inc. - Common Stock","S","N","N",100,"N","N"
"1085","ENPH","Enphase Energy, Inc. - Common Stock","G","N","N",100,"N","N"
"1086","ENSG","The Ensign Group, Inc. - Common Stock","Q","N","N",100,"N","N"
"1087","ENTA","Enanta Pharmaceuticals, Inc. - Common Stock","Q","N","N",100,"N","N"
"1088","ENTG","Entegris, Inc. - Common Stock","Q","N","N",100,"N","N"
"1089","ENTX","Entera Bio Ltd. - Ordinary Shares","S","N","N",100,"N","N"
"1090","ENTXW","Entera Bio Ltd. - Warrant","S","N","N",100,"N","N"
"1091","ENZL","iShares MSCI New Zealand ETF","G","N","N",100,"Y","N"
"1092","EOLS","Evolus, Inc. - Common Stock","G","N","N",100,"N","N"
"1093","EPAY","Bottomline Technologies, Inc. - Common Stock","Q","N","N",100,"N","N"
"1094","EPIX","ESSA Pharma Inc. - Common Stock","S","N","N",100,"N","N"
"1095","EPSN","Epsilon Energy Ltd. - Common Shares","G","N","N",100,"N","N"
"1096","EPZM","Epizyme, Inc. - Common Stock","Q","N","N",100,"N","N"
"1097","EQ","Equillium, Inc. - Common Stock","G","N","N",100,"N","N"
"1098","EQBK","Equity Bancshares, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"1099","EQIX","Equinix, Inc. - Common Stock","Q","N","N",100,"N","N"
"1100","EQOS","Diginex Limited - Ordinary Shares","S","N","N",100,"N","N"
"1101","EQOSW","Diginex Limited - Warrant","S","N","N",100,"N","N"
"1102","EQRR","ProShares Equities for Rising Rates ETF","G","N","N",100,"Y","N"
"1103","ERES","East Resources Acquisition Company - Class A Common Stock","S","N","N",100,"N","N"
"1104","ERESU","East Resources Acquisition Company - Unit","S","N","N",100,"N","N"
"1105","ERESW","East Resources Acquisition Company - Warrant","S","N","N",100,"N","N"
"1106","ERIC","Ericsson - American Depositary Shares each representing 1 underlying Class B share","Q","N","N",100,"N","N"
"1107","ERIE","Erie Indemnity Company - Class A Common Stock","Q","N","N",100,"N","N"
"1108","ERII","Energy Recovery, Inc. - Common Stock","Q","N","N",100,"N","N"
"1109","ERYP","Erytech Pharma S.A. - American Depositary Shares","Q","N","N",100,"N","N"
"1110","ESBK","Elmira Savings Bank NY (The) - Common Stock","S","N","N",100,"N","N"
"1111","ESCA","Escalade, Incorporated - Common Stock","G","N","N",100,"N","N"
"1112","ESEA","Euroseas Ltd. - Common Stock","S","N","N",100,"N","N"
"1113","ESGD","iShares ESG Aware MSCI EAFE ETF","G","N","N",100,"Y","N"
"1114","ESGE","iShares ESG Aware MSCI EM ETF","G","N","N",100,"Y","N"
"1115","ESGR","Enstar Group Limited - Ordinary Shares","Q","N","N",100,"N","N"
"1116","ESGRO","Enstar Group Limited - Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares, Series E","Q","N","N",100,"N","N"
"1117","ESGRP","Enstar Group Limited - Depositary Shares Each Representing 1/1000th of an interest in Preference Shares","Q","N","N",100,"N","N"
"1118","ESGU","iShares ESG Aware MSCI USA ETF","G","N","N",100,"Y","N"
"1119","ESLT","Elbit Systems Ltd. - Ordinary Shares","Q","N","N",100,"N","N"
"1120","ESPO","VanEck Vectors Video Gaming and eSports ETF","G","N","N",100,"Y","N"
"1121","ESPR","Esperion Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"1122","ESQ","Esquire Financial Holdings, Inc. - Common Stock","S","N","N",100,"N","N"
"1123","ESSA","ESSA Bancorp, Inc. - common stock","Q","N","N",100,"N","N"
"1124","ESSC","East Stone Acquisition Corporation - Ordinary Shares","S","N","N",100,"N","N"
"1125","ESSCR","East Stone Acquisition Corporation - Right","S","N","N",100,"N","N"
"1126","ESSCU","East Stone Acquisition Corporation - Unit","S","N","N",100,"N","N"
"1127","ESSCW","East Stone Acquisition Corporation - Warrant","S","N","N",100,"N","N"
"1128","ESTA","Establishment Labs Holdings Inc. - Common Shares","S","N","N",100,"N","N"
"1129","ESXB","Community Bankers Trust Corporation. - Common Stock","S","N","N",100,"N","N"
"1130","ETAC","E.Merge Technology Acquisition Corp. - Class A Common stock","S","N","N",100,"N","N"
"1131","ETACU","E.Merge Technology Acquisition Corp. - Unit","S","N","N",100,"N","N"
"1132","ETACW","E.Merge Technology Acquisition Corp. - Warrant","S","N","N",100,"N","N"
"1133","ETNB","89bio, Inc. - Common Stock","G","N","N",100,"N","N"
"1134","ETON","Eton Pharmaceuticals, Inc. - Common Stock","G","N","N",100,"N","N"
"1135","ETSY","Etsy, Inc. - Common Stock","Q","N","N",100,"N","N"
"1136","ETTX","Entasis Therapeutics Holdings Inc. - Common Stock","G","N","N",100,"N","N"
"1137","EUFN","iShares MSCI Europe Financials Sector Index Fund","G","N","N",100,"Y","N"
"1138","EVBG","Everbridge, Inc. - Common Stock","G","N","N",100,"N","N"
"1139","EVER","EverQuote, Inc. - Class A Common Stock","G","N","N",100,"N","N"
"1140","EVFM","Evofem Biosciences, Inc. - Common Stock","S","N","N",100,"N","N"
"1141","EVGBC","Eaton Vance Global Income Builder NextShares","G","N","N",100,"N","Y"
"1142","EVGN","Evogene Ltd. - Ordinary Shares","G","N","N",100,"N","N"
"1143","EVK","Ever-Glory International Group, Inc. - Common Stock","G","N","N",100,"N","N"
"1144","EVLMC","Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond NextShares","G","N","N",100,"N","Y"
"1145","EVLO","Evelo Biosciences, Inc. - Common Stock","Q","N","N",100,"N","N"
"1146","EVOK","Evoke Pharma, Inc. - Common Stock","S","N","N",100,"N","N"
"1147","EVOL","Evolving Systems, Inc. - Common Stock","S","N","N",100,"N","N"
"1148","EVOP","EVO Payments, Inc. - Class A Common Stock","G","N","N",100,"N","N"
"1149","EVSTC","Eaton Vance Stock NextShares","G","N","N",100,"N","Y"
"1150","EWBC","East West Bancorp, Inc. - Common Stock","Q","N","N",100,"N","N"
"1151","EWJE","iShares MSCI Japan Equal Weighted ETF","G","N","N",100,"Y","N"
"1152","EWJV","iShares MSCI Japan Value ETF","G","N","N",100,"Y","N"
"1153","EWZS","iShares MSCI Brazil Small-Cap ETF","G","N","N",100,"Y","N"
"1154","EXAS","Exact Sciences Corporation - Common Stock","S","N","N",100,"N","N"
"1155","EXC","Exelon Corporation - Common Stock","Q","N","N",100,"N","N"
"1156","EXEL","Exelixis, Inc. - Common Stock","Q","N","N",100,"N","N"
"1157","EXFO","EXFO Inc - Subordinate Voting Shares","Q","N","N",100,"N","N"
"1158","EXLS","ExlService Holdings, Inc. - Common Stock","Q","N","N",100,"N","N"
"1159","EXPC","Experience Investment Corp. - Class A Common Stock","S","N","N",100,"N","N"
"1160","EXPCU","Experience Investment Corp. - Unit","S","N","N",100,"N","N"
"1161","EXPCW","Experience Investment Corp. - Warrants","S","N","N",100,"N","N"
"1162","EXPD","Expeditors International of Washington, Inc. - Common Stock","Q","N","N",100,"N","N"
"1163","EXPE","Expedia Group, Inc. - Common Stock","Q","N","N",100,"N","N"
"1164","EXPI","eXp World Holdings, Inc. - Common Stock","G","N","N",100,"N","N"
"1165","EXPO","Exponent, Inc. - Common Stock","Q","N","N",100,"N","N"
"1166","EXTR","Extreme Networks, Inc. - Common Stock","Q","N","N",100,"N","N"
"1167","EYE","National Vision Holdings, Inc. - Common Stock","Q","N","N",100,"N","N"
"1168","EYEG","Eyegate Pharmaceuticals, Inc. - Common Stock","S","N","N",100,"N","N"
"1169","EYEN","Eyenovia, Inc. - Common Stock","S","N","N",100,"N","N"
"1170","EYES","Second Sight Medical Products, Inc. - Common Stock","S","N","D",100,"N","N"
"1171","EYESW","Second Sight Medical Products, Inc. - Warrants expiring 3/14/2024","S","N","D",100,"N","N"
"1172","EYPT","EyePoint Pharmaceuticals, Inc. - Common Stock","G","N","D",100,"N","N"
"1173","EZPW","EZCORP, Inc. - Class A Non-Voting Common Stock","Q","N","N",100,"N","N"
"1174","FAAR","First Trust Alternative Absolute Return Strategy ETF","G","N","N",100,"Y","N"
"1175","FAB","First Trust Multi Cap Value AlphaDEX Fund","G","N","N",100,"Y","N"
"1176","FAD","First Trust Multi Cap Growth AlphaDEX Fund","G","N","N",100,"Y","N"
"1177","FALN","iShares Fallen Angels USD Bond ETF","G","N","N",100,"Y","N"
"1178","FAMI","Farmmi, INC. - Ordinary Shares","S","N","D",100,"N","N"
"1179","FANG","Diamondback Energy, Inc. - Commmon Stock","Q","N","N",100,"N","N"
"1180","FANH","Fanhua Inc. - American depositary shares, each representing 20 ordinary shares","Q","N","N",100,"N","N"
"1181","FARM","Farmer Brothers Company - Common Stock","Q","N","N",100,"N","N"
"1182","FARO","FARO Technologies, Inc. - Common Stock","Q","N","N",100,"N","N"
"1183","FAST","Fastenal Company - Common Stock","Q","N","N",100,"N","N"
"1184","FAT","FAT Brands Inc. - Common Stock","S","N","N",100,"N","N"
"1185","FATBP","FAT Brands Inc. - 8.25% Series B Cumulative Preferred Stock","S","N","N",100,"N","N"
"1186","FATBW","FAT Brands Inc. - Warrant","S","N","N",100,"N","N"
"1187","FATE","Fate Therapeutics, Inc. - Common Stock","G","N","N",100,"N","N"
"1188","FB","Facebook, Inc. - Class A Common Stock","Q","N","N",100,"N","N"
"1189","FBIO","Fortress Biotech, Inc. - Common Stock","S","N","N",100,"N","N"
"1190","FBIOP","Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock","S","N","N",100,"N","N"
"1191","FBIZ","First Business Financial Services, Inc. - Common Stock","Q","N","N",100,"N","N"
"1192","FBMS","The First Bancshares, Inc. - Common Stock","G","N","N",100,"N","N"
"1193","FBNC","First Bancorp - Common Stock","Q","N","N",100,"N","N"
"1194","FBRX","Forte Biosciences, Inc.  - Common Stock","S","N","N",100,"N","N"
"1195","FBSS","Fauquier Bankshares, Inc. - Common Stock","S","N","N",100,"N","N"
"1196","FBZ","First Trust Brazil AlphaDEX Fund","G","N","N",100,"Y","N"
"1197","FCA","First Trust China AlphaDEX Fund","G","N","N",100,"Y","N"
"1198","FCACU","Falcon Capital Acquisition Corp. - Unit","S","N","N",100,"N","N"
"1199","FCAL","First Trust California Municipal High income ETF","G","N","N",100,"Y","N"
"1200","FCAN","First Trust Canada AlphaDEX Fund","G","N","N",100,"Y","N"
"1201","FCAP","First Capital, Inc. - Common Stock","S","N","N",100,"N","N"
"1202","FCBC","First Community Bankshares, Inc. - Common Stock","Q","N","N",100,"N","N"
