"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary.Quote","X"
"197","ARMK","Aramark","28.49","$7.21B","2013","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/armk",NA
"198","ABR","Arbor Realty Trust","11.74","$1.32B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/abr",NA
"199","ABR^A","Arbor Realty Trust","25.3001","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/abr^a",NA
"200","ABR^B","Arbor Realty Trust","25.2728","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/abr^b",NA
"201","ABR^C","Arbor Realty Trust","25.723","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/abr^c",NA
"202","ARC","ARC Document Solutions, Inc.","1.09","$47.79M","2004","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/arc",NA
"203","MT","ArcelorMittal","14.28","$15.5B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/mt",NA
"204","MTCN","ArcelorMittal","36.24","n/a","2020","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/mtcn",NA
"205","ARCH","Arch Resources, Inc.","40.27","$609.94M","2016","Energy","Coal Mining","https://old.nasdaq.com/symbol/arch",NA
"206","ADM","Archer-Daniels-Midland Company","48.97","$27.21B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/adm",NA
"207","AROC","Archrock, Inc.","5.82","$890.17M","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/aroc",NA
"208","ARNC","Arconic Corporation","22.67","$2.47B","2020","n/a","n/a","https://old.nasdaq.com/symbol/arnc",NA
"209","ARCO","Arcos Dorados Holdings Inc.","4.32","$895.38M","2011","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/arco",NA
"210","ACA","Arcosa, Inc.","46.77","$2.26B","2018","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/aca",NA
"211","RCUS","Arcus Biosciences, Inc.","19.63","$1.27B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rcus",NA
"212","ARD","Ardagh Group S.A.","13.77","$3.25B","2017","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/ard",NA
"213","ASC","Ardmore Shipping Corporation","3.49","$116.17M","2013","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/asc",NA
"214","AFC","Ares Capital Corporation","25.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/afc",NA
"215","ACRE","Ares Commercial Real Estate Corporation","9.52","$318.37M","2012","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/acre",NA
"216","ARDC","Ares Dynamic Credit Allocation Fund, Inc.","12.86","$294.69M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ardc",NA
"217","ARES","Ares Management Corporation","43.15","$6.18B","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/ares",NA
"218","ARES^A","Ares Management Corporation","26.38","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ares^a",NA
"219","AGX","Argan, Inc.","43.86","$687.28M","n/a","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/agx",NA
"220","ARGD","Argo Group International Holdings, Ltd.","25.55","n/a","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/argd",NA
"221","ARGO","Argo Group International Holdings, Ltd.","36.84","$1.28B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/argo",NA
"222","ARGO^A","Argo Group International Holdings, Ltd.","25.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/argo^a",NA
"223","ANET","Arista Networks, Inc.","227.61","$17.3B","2014","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/anet",NA
"224","AI","Arlington Asset Investment Corp","2.83","$99.1M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ai",NA
"225","AI^B","Arlington Asset Investment Corp","17.82","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ai^b",NA
"226","AI^C","Arlington Asset Investment Corp","18.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ai^c",NA
"227","AIC","Arlington Asset Investment Corp","23.395","n/a","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aic",NA
"228","AIW","Arlington Asset Investment Corp","24.35","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aiw",NA
"229","ARLO","Arlo Technologies, Inc.","5.74","$448.5M","2018","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/arlo",NA
"230","AHH","Armada Hoffler Properties, Inc.","9.26","$726.45M","2013","Finance","Real Estate","https://old.nasdaq.com/symbol/ahh",NA
"231","AHH^A","Armada Hoffler Properties, Inc.","24.28","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ahh^a",NA
"232","ARR","ARMOUR Residential REIT, Inc.","9.9","$640.43M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/arr",NA
"233","ARR^C","ARMOUR Residential REIT, Inc.","23.865","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/arr^c",NA
"234","AFI","Armstrong Flooring, Inc.","3.87","$83.57M","2016","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/afi",NA
"235","AWI","Armstrong World Industries Inc","69.85","$3.34B","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/awi",NA
"236","ARW","Arrow Electronics, Inc.","83.45","$6.48B","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/arw",NA
"237","AJG","Arthur J. Gallagher & Co.","108.55","$20.78B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/ajg",NA
"238","APAM","Artisan Partners Asset Management Inc.","44.15","$3.47B","2013","Finance","Investment Managers","https://old.nasdaq.com/symbol/apam",NA
"239","ASA","ASA Gold and Precious Metals Limited","22.08","$425.92M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asa",NA
"240","ASAN","Asana, Inc.","25.7","$5.36B","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/asan",NA
"241","ABG","Asbury Automotive Group Inc","114.7","$2.21B","2002","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/abg",NA
"242","ACND","Ascendant Digital Acquisition Corp.","9.85","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/acnd",NA
"243","ACND.U","Ascendant Digital Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/acnd.u",NA
"244","ACND.WS","Ascendant Digital Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/acnd.ws",NA
"245","ASX","ASE Technology Holding Co., Ltd.","4.33","$9.23B","2018","Technology","Semiconductors","https://old.nasdaq.com/symbol/asx",NA
"246","ASGN","ASGN Incorporated","69.27","$3.64B","1992","Technology","Professional Services","https://old.nasdaq.com/symbol/asgn",NA
"247","AHT","Ashford Hospitality Trust Inc","1.56","$20.37M","2003","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aht",NA
"248","AHT^D","Ashford Hospitality Trust Inc","5.24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^d",NA
"249","AHT^F","Ashford Hospitality Trust Inc","5.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^f",NA
"250","AHT^G","Ashford Hospitality Trust Inc","5.31","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^g",NA
"251","AHT^H","Ashford Hospitality Trust Inc","5.28","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^h",NA
"252","AHT^I","Ashford Hospitality Trust Inc","5.29","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^i",NA
"253","ASH","Ashland Global Holdings Inc.","74.39","$4.5B","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/ash",NA
"254","ASPN","Aspen Aerogels, Inc.","11.21","$300.94M","2014","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/aspn",NA
"255","AHL^C","Aspen Insurance Holdings Limited","26.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ahl^c",NA
"256","AHL^D","Aspen Insurance Holdings Limited","26.08","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ahl^d",NA
"257","AHL^E","Aspen Insurance Holdings Limited","25.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ahl^e",NA
"258","ASPL.U","Aspirational Consumer Lifestyle Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/aspl.u",NA
"259","AMK","AssetMark Financial Holdings, Inc.","22.34","$1.62B","2019","Finance","Investment Managers","https://old.nasdaq.com/symbol/amk",NA
"260","ASB","Associated Banc-Corp","14.07","$2.16B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/asb",NA
"261","ASB^C","Associated Banc-Corp","25.6601","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asb^c",NA
"262","ASB^D","Associated Banc-Corp","25.9699","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asb^d",NA
"263","ASB^E","Associated Banc-Corp","27.22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asb^e",NA
"264","ASB^F","Associated Banc-Corp","27.32","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asb^f",NA
"265","AC","Associated Capital Group, Inc.","34.52","$771.93M","2015","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ac",NA
"266","AIZ","Assurant, Inc.","125.57","$7.49B","2004","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/aiz",NA
"267","AIZP","Assurant, Inc.","122.33","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/aizp",NA
"268","AGO","Assured Guaranty Ltd.","28.05","$2.34B","2004","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ago",NA
"269","AGO^B","Assured Guaranty Ltd.","27.72","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ago^b",NA
"270","AGO^E","Assured Guaranty Ltd.","27.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ago^e",NA
"271","AGO^F","Assured Guaranty Ltd.","26.01","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ago^f",NA
"272","HOME","At Home Group Inc.","19.22","$1.24B","2016","Consumer Services","Home Furnishings","https://old.nasdaq.com/symbol/home",NA
"273","T","AT&T Inc.","28.32","$201.78B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/t",NA
"274","T^A","AT&T Inc.","26.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/t^a",NA
"275","T^C","AT&T Inc.","25.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/t^c",NA
"276","TBB","AT&T Inc.","27.14","n/a","2017","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tbb",NA
"277","TBC","AT&T Inc.","27.65","n/a","2018","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tbc",NA
"278","ATTO","Atento S.A.","8.93","$126.44M","2014","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/atto",NA
"279","ATH","Athene Holding Ltd.","37.01","$7.19B","2016","Finance","Life Insurance","https://old.nasdaq.com/symbol/ath",NA
"280","ATH^A","Athene Holding Ltd.","27.38","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ath^a",NA
"281","ATH^B","Athene Holding Ltd.","26.09","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ath^b",NA
"282","ATH^C","Athene Holding Ltd.","27.53","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ath^c",NA
"283","ATKR","Atkore International Group Inc.","24.52","$1.16B","2016","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/atkr",NA
"284","AT","Atlantic Power Corporation","2.08","$185.58M","n/a","Energy","Electric Utilities: Central","https://old.nasdaq.com/symbol/at",NA
"285","ASAQ.U","Atlantic Street Acquisition Corp","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/asaq.u",NA
"286","ATCO","Atlas Corp.","9.28","$2.28B","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/atco",NA
"287","ATCO^D","Atlas Corp.","24.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^d",NA
"288","ATCO^E","Atlas Corp.","25.0563","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^e",NA
"289","ATCO^G","Atlas Corp.","25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^g",NA
"290","ATCO^H","Atlas Corp.","24.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^h",NA
"291","ATCO^I","Atlas Corp.","23.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^i",NA
"292","ATO","Atmos Energy Corporation","96.51","$11.9B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/ato",NA
"293","ACB","Aurora Cannabis Inc.","5.03","$611.29M","2018","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/acb",NA
"294","ATHM","Autohome Inc.","99.51","$11.85B","2013","Technology","EDP Services","https://old.nasdaq.com/symbol/athm",NA
"295","ALV","Autoliv, Inc.","82.71","$7.22B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/alv",NA
"296","AN","AutoNation, Inc.","60.56","$5.28B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/an",NA
"297","AZO","AutoZone, Inc.","1137.74","$26.6B","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/azo",NA
"298","AVLR","Avalara, Inc.","152.2","$12.8B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/avlr",NA
"299","AVB","AvalonBay Communities, Inc.","158.34","$22.29B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/avb",NA
"300","AGR","Avangrid, Inc.","55.23","$17.07B","2015","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/agr",NA
"301","AVNS","Avanos Medical, Inc.","38.73","$1.85B","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/avns",NA
"302","AVAN.U","Avanti Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/avan.u",NA
"303","AVTR","Avantor, Inc.","24.48","$14.12B","2019","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/avtr",NA
"304","AVTR^A","Avantor, Inc.","78.93","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/avtr^a",NA
"305","AVYA","Avaya Holdings Corp.","18.55","$1.54B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/avya",NA
"306","AVY","Avery Dennison Corporation","130.5","$10.89B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/avy",NA
"307","AVNT","Avient Corporation","31.73","$2.9B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/avnt",NA
"308","AVA","Avista Corporation","35.08","$2.38B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ava",NA
"309","AXTA","Axalta Coating Systems Ltd.","25.69","$6.05B","2014","Basic Industries","Paints/Coatings","https://old.nasdaq.com/symbol/axta",NA
"310","AXS","Axis Capital Holdings Limited","45.27","$3.82B","2003","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/axs",NA
"311","AXS^E","Axis Capital Holdings Limited","25.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/axs^e",NA
"312","AX","Axos Financial, Inc.","26.2","$1.56B","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/ax",NA
"313","AXO","Axos Financial, Inc.","25.5","n/a","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/axo",NA
"314","AZUL","Azul S.A.","13.8","$1.57B","2017","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/azul",NA
"315","AZRE","Azure Power Global Limited","31.03","$1.48B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/azre",NA
"316","AZZ","AZZ Inc.","36.54","$957.17M","n/a","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/azz",NA
"317","BGS","B&G Foods, Inc.","28.73","$1.84B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/bgs",NA
"318","BMRG","B. Riley Principal Merger Corp. II","10.04","$226.15M","2020","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/bmrg",NA
"319","BMRG.U","B. Riley Principal Merger Corp. II","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/bmrg.u",NA
"320","BMRG.WS","B. Riley Principal Merger Corp. II","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bmrg.ws",NA
"321","BW","Babcock","2.47","$127.57M","2015","Capital Goods","Building Products","https://old.nasdaq.com/symbol/bw",NA
"322","BGH","Babson Global Short Duration High Yield Fund","13.59","$272.67M","2012","n/a","n/a","https://old.nasdaq.com/symbol/bgh",NA
"323","BMI","Badger Meter, Inc.","70.49","$2.05B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/bmi",NA
"324","BCSF","Bain Capital Specialty Finance, Inc.","10.13","$654.02M","2018","n/a","n/a","https://old.nasdaq.com/symbol/bcsf",NA
"325","BKR","Baker Hughes Company","13.2","$13.65B","2017","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/bkr",NA
"326","BBN","BalckRock Taxable Municipal Bond Trust","25.63","$1.47B","2010","n/a","n/a","https://old.nasdaq.com/symbol/bbn",NA
"327","BLL","Ball Corporation","90.26","$29.48B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/bll",NA
"328","BANC","Banc of California, Inc.","11.43","$574.15M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/banc",NA
"329","BANC^D","Banc of California, Inc.","25.48","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/banc^d",NA
"330","BANC^E","Banc of California, Inc.","25.76","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/banc^e",NA
"331","BBAR","Banco BBVA Argentina S.A.","2.53","$516.72M","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bbar",NA
"332","BBVA","Banco Bilbao Viscaya Argentaria S.A.","2.8","$18.67B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bbva",NA
"333","BBD","Banco Bradesco Sa","3.75","$33.13B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bbd",NA
