"","per","pbr","roe","revenue_growth"
"NMTR",NA,"34.39","-1,643.04",NA
"NNBR",NA,"4.58","-108.34","-32.1"
"NNDM",NA,"4.18","-44.12","-75.2"
"NNOX",NA,"40.22",NA,NA
"NODK","14.91","1.14","8.17","39.4"
"NOVN",NA,NA,NA,"20"
"NOVS",NA,NA,NA,NA
"NOVT","97.73","9.31","10.21","-6.7"
"NPA",NA,NA,NA,NA
"NRBO",NA,"8.75","-134.58",NA
"NRC","37.38","29.19","101.44","-0.8"
"NRIM","8.51","0.91","11.16","37.1"
"NRIX",NA,"3.08",NA,"-55.7"
"NSEC","50.67","0.62","-6.78","3.8"
"NSIT","14.74","1.81","13.15","7.2"
"NSSC","54.54","5.91","11.43","-22.2"
"NSTG",NA,"15.33","-64.3","-25.5"
"NSYS","17.41","0.63","3.57","-3"
"NTAP","13.67","36.86","138.27","5.4"
"NTCT","236.2","0.89","0.47","-1.2"
"NTEC",NA,"1.18","-131.62",NA
"NTES","25.52","4.76","20.46","-3.1"
"NTGR","73.33","1.63","2.27","21.3"
"NTIC","60.14","1.35","2.84","-34.6"
"NTLA",NA,"4.36","-36.95","46.3"
"NTNX",NA,NA,NA,"9.3"
"NTRA",NA,"19.64","-77.18","16.3"
"NTRP",NA,"0.87","-46.68",NA
"NTRS","13.55","1.73","12.89","-4.8"
"NTUS","65.28","1.57","-0.32","-32.5"
"NTWK","36","0.57","1.81","-21.5"
"NUAN","54.52","8.29","11.34","-10.3"
"NURO",NA,"1.15","-76.75","-42.2"
"NUVA","50.95","3.06","-0.44","-30.3"
"NUZE",NA,"31.63","-122.95","-67.2"
"NVAX",NA,"35.55","-93.79","958.6"
"NVCN","0.11",NA,NA,"-35.4"
"NVCR","1.12k","50.53","5.53","33.7"
"NVDA","101.37","24.53","27.94","49.9"
"NVEC","17.54","3.05","16.78","-27.1"
"NVEE","42.57","2.18","5.09","27.1"
"NVFY","4.62","0.17","-9.04","-22.8"
"NVIV",NA,"0.66","-103.95",NA
"NVMI","40.08","4.79","13.18","22.4"
"NVUS",NA,"2.22","-140.22",NA
"NWBI","17.88","0.85","4.24","-26.5"
"NWE","17.2","1.28","7.57","-0.5"
"NWFL","12.82","1.41","8.81","-9.1"
"NWGI",NA,"3.5","-86.63","-47.2"
"NWL","32.25","2.2","-24.97","-14.9"
"NWLI","6.58","0.32","4.91","12.9"
"NWPX","10.24","1.17","12.22","1.1"
"NWS",NA,"1.08","-16.52","-22"
"NWSA",NA,"1.09","-16.52","-22"
"NXGN","174.5","2.31","1.38","-0.7"
"NXPI","147.01","4.31","0.22","-18"
"NXST","11.53","1.83","17.52","40.9"
"NXTC",NA,"0.97","-9.65",NA
"NXTD",NA,"1.87","-1.1","-44.7"
"NYMT","9.38","0.61","-19.78","288.1"
"NYMTN",NA,NA,"-19.78","288.1"
"NYMTO",NA,NA,"-19.78","288.1"
"NYMTP",NA,NA,"-19.78","288.1"
"NYMX",NA,"163.74","-329.27",NA
"OAS","3.75","0.02",NA,NA
"OBAS","185","1.06","3.76","-5.9"
"OBCI","21.98","3.74","18.52","43.5"
"OBLN",NA,"0.93","-232.16","82.1"
"OBNK","16.51","0.89","5.53","-15.7"
"OBSV",NA,"5.56","-149.83","300"
"OCC",NA,"1.42","-34","-21.5"
"OCCI",NA,"1.04",NA,"5"
"OCCIP",NA,NA,NA,"5"
"OCFC","9.81","0.62","6.4","8.2"
"OCGN","0.05","3","-421.47",NA
"OCSI","9.21","0.77","-7.07","-37.5"
"OCSL","4.94","0.8","-1.95","-6.2"
"OCUL",NA,"135.4","-1,512.65","141.4"
"ODFL","41.33","8.03","20.38","-15.5"
"ODP","8.28","0.69","-14.69","-16.6"
"ODT",NA,"5.83","-79.66",NA
"OEG",NA,"0.78","-68.28","24.2"
"OESX","42.2","8.9","24.55","-74.5"
"OFED","38.01","1.62","4.38","-1.2"
"OFIX",NA,"1.94","-6.23","-36.9"
"OFLX","105.52","44.81","30.92","-18.6"
"OFS","6.49","0.43","-14.28","-14.9"
"OGI",NA,"0.94","-36.56","-27.2"
"OIIM","0.45","1.69","0.58","21.1"
"OKTA",NA,"45.6","-49.52","42.7"
"OLB",NA,NA,NA,"-22.5"
"OLED","88.38","10.71","12.87","-50.9"
"OLLI","29.68","5.1","18.8","58.5"
"OM",NA,"15.35",NA,"308.8"
"OMAB","16.54","3.82","25.28","-70.7"
"OMCL","72.53","3.98","5.91","-8.2"
"OMER",NA,NA,NA,"-49.4"
"OMEX",NA,NA,NA,"-32.9"
"OMP","36.25","1.26","13.96","-34.2"
"ON","98.9","3.31","-0.54","-10"
"ONB","11.97","0.79","6.82","-11.5"
"ONCR",NA,"12.11",NA,NA
"ONCS",NA,"4.25","-190.23",NA
"ONCT","1.99","3.9","-118.77","-7.6"
"ONCY",NA,"4.56","-211.38",NA
"ONEM",NA,"7.42","-26.27","17.8"
"ONEW","15.78","4.53","32.49","48.6"
"ONTX","0.95","3.57","-411.82","-97.2"
"ONVO",NA,"2.55","-49.75",NA
"OPBK","7.14","0.69","10.12","-20.1"
"OPCH",NA,"3.06","-11.87","49"
"OPES",NA,"2","5.79",NA
"OPESU",NA,NA,"5.79",NA
"OPGN","2.85","2.53","-169.54","17.7"
"OPHC",NA,"0.89","-16.02","-21.4"
"OPI","13.98","0.61","4.35","-17.3"
"OPK",NA,"1.78","-12.12","33.1"
"OPNT","4.4","0.96","36.24","-6.8"
"OPOF","10.43","0.72","7.12","7.2"
"OPRA","25.87","1.3","5.55","-10.2"
"OPRT","15.62","0.89","-3.45","-4.8"
"OPRX",NA,"7.4","-16.01","25.4"
"OPTN",NA,"16","-267.66","53.8"
"OPTT",NA,"5.64","-93.37","-16.3"
"ORBC",NA,"1.25","-8.32","-15.5"
"ORGO",NA,"14.04","-124.24","6.2"
"ORGS",NA,"1.3",NA,"54.6"
"ORIC",NA,"3.85",NA,NA
"ORLY","22.92","58.71","422.01","19.4"
"ORMP",NA,"1.85","-38.78","-0.1"
"ORPH",NA,"4.7","-116.29",NA
"ORRF","6.46","0.66","10.13","1.2"
"ORSN",NA,"1.35",NA,NA
"ORTX",NA,"1.94","-60.26",NA
"OSBC","8.48","0.91","11.57","-3.8"
"OSIS","19.78","2.53","13.39","-10.2"
"OSMT",NA,"2.88","-79.95","-34.8"
"OSN","2.68","0.24","9.13","-15.7"
"OSPN","66.34","3.95","6.11","-2.2"
"OSS","46.4","1.41","2.05","-21.9"
"OSTK",NA,"23.61","-24.54","109.4"
"OSUR","51.35","2.71","-0.69","-24.3"
"OSW",NA,"1.3","-40.47","-99.3"
"OTEL","5.28","1.74","39.91","-1.2"
"OTEX","48.34","2.82","5.94","10.6"
"OTIC",NA,"8.76","-111.51","-94.7"
"OTLK",NA,"10.09","-737.24",NA
"OTRK",NA,NA,NA,"124.3"
"OTTR","18.14","1.93","11.02","-15.9"
"OVBC","12.57","0.85","6.96","-7.6"
"OVID",NA,"11.47","-200.7",NA
"OVLY","9.76","0.96","10.34","-8.6"
"OXBR",NA,"1.42","-1.93","342.2"
"OXFD","16.23","1.67","-7.55","-70.2"
"OXLC",NA,"1.45","-93.52","43.3"
"OXLCM",NA,NA,"-93.52","43.3"
"OXLCO",NA,NA,"-93.52","43.3"
"OXSQ",NA,"0.73","-40.67","-60.5"
"OYST",NA,"2.69","-41.42",NA
"OZK","10.47","0.68","6.58","-32"
"PAAS","193.41","2.89","1.31","-26.7"
"PACB",NA,"61.36","-87.14","-30.6"
"PACW","8.08","0.63","-28.22","-43"
"PAE","71.77","7.74",NA,"-7.5"
"PAHC","22","3.92","16.6","-8.8"
"PAND",NA,"9.1",NA,NA
"PANL","7.44","0.86","1.64","-15.5"
"PASG",NA,"2.3",NA,NA
"PATI","97.08","0.66","-0.2","-30.9"
"PATK","23.37","3.03","13.28","-30.8"
"PAVM",NA,"17.73",NA,NA
"PAYS","52.45","13.05","35.62","-25.4"
"PAYX","28.87","10.83","39.47","-6"
"PBCT","9.32","0.6","6.66","-7.7"
"PBCTP",NA,NA,"6.66","-7.7"
"PBFS","242.07","1.08","-3.63","-23.7"
"PBHC","9.1","0.55","7.47","9.7"
"PBIP","8.46","0.71","8.82","12.4"
"PBPB",NA,"2.86","-72.78","-46.8"
"PBTS",NA,"3.75","-174.87","-52.2"
"PBYI",NA,"16.6","-184.27","30.9"
"PCAR","18.97","3.18","16.96","-53.8"
"PCB","8.4","0.64","7.94","-29.1"
"PCH","175.81","2.72","1.5","-15.8"
"PCOM","81.58","3.59","4.21","-59.2"
"PCRX","870.2","6.39","-2.76","-26.4"
"PCSA",NA,"6.93","-43",NA
"PCSB","21.52","0.79","3.37","12.2"
"PCTI","28.1","1.48","5.16","-15.6"
"PCTY","168.63","26.56","18.39","8.5"
"PCVX",NA,"6.6",NA,NA
"PCYG","101","2.31","3.71","23.9"
"PCYO","26.7","2.9","11.88","-64.3"
"PDCE",NA,"0.48","-27.55","-47.8"
"PDCO","48.08","3.1","-50.46","-6.2"
"PDD",NA,"20.76","-33.35","67.3"
"PDEX","18.02","5.47","33.89","58.8"
"PDFS",NA,"3.75","-3.16","4.1"
"PDLB",NA,"1.05","-5.33","-2.1"
"PDLI",NA,"0.64","-7.36","-30.1"
"PDSB",NA,"3.09","-89.55",NA
"PEBK","8.89","0.73","8.63","-8.5"
"PEBO","13.18","0.75","5.87","-26"
"PECK",NA,"5.82","-15.87","-55.9"
"PEGA",NA,"16.77","-13.57","10.6"
"PEIX",NA,"3.06","-35.59","-38.8"
"PENN","61.76","7.25","-51.36","-76.9"
"PEP","28.07","14.53","51","5.3"
"PERI","25.23","1.2","4.87","-5.1"
"PESI","17.99","2.56","15.7","28.7"
"PETQ",NA,"2.89","-7.74","21"
"PETS","22.75","4.93","22.05","20.3"
"PETZ",NA,"156.27",NA,"-62"
"PFBC","7.16","1.04","15.13","-14.5"
"PFBI","7.12","0.64","9.47","-3"
"PFC","12.07","0.71","4.79","91.8"
"PFG","9.13","0.75","8.68","-21.6"
"PFHD","34.02","0.93","2.33","113.7"
"PFIE","23.25","0.73","-3.89","-56.9"
"PFIN","3.86","0.35","-8.59","-22.2"
"PFIS","10.96","0.87","8.3","-1.8"
"PFLT","38.31","0.71","1.8","-0.5"
"PFMT",NA,"2.89","-63.88","-5.7"
"PFPT",NA,"11.14","-30.85","20.5"
"PFSW",NA,"3.07","-2.62","20.3"
"PGC","9.31","0.61","6.8","-3.5"
"PGEN",NA,"18.08","-119.14","-7.3"
"PGNY",NA,"20.39","-15.21","15"
"PHAS",NA,"3.82","-121.79",NA
"PHAT",NA,"5.3","-398.62",NA
"PHCF",NA,"3.45","-50.99","-69.1"
"PHIO","0.18","0.71","-63.97",NA
"PHUN",NA,"80.48","-318.45","-59.8"
"PI",NA,"5.77","-31.59","-30.7"
"PICO","29.7","0.99","3.46","44.4"
"PIH","545","0.47","-13.92",NA
"PIHPP",NA,NA,"-13.92",NA
"PINC","17.15","30.47",NA,"8.4"
"PIRS",NA,"2.67","-36.01","110.9"
"PIXY",NA,"8.28","-5,951.61","23"
"PKBK","5.57","0.85","16.54","-5.4"
"PKOH","55.59","0.79","1.36","-45"
"PLAB","18.39","0.86","4.82","14.3"
"PLAY","40.95","3.07","-30.69","-85.2"
"PLBC","7.48","1.15","16.93","-10.5"
"PLCE","12.65","5.91","-60.6","-12.3"
"PLIN","5.62","0.64","12.98","-6.7"
"PLL",NA,"14.49","-39.56",NA
"PLMR","49.75","6.21","14.65","66.6"
"PLPC","9.43","0.96","10.65","2.4"
"PLRX","34.33","2.79",NA,NA
"PLSE",NA,"8.76","-105.74",NA
"PLUG",NA,"27.24","-63.27","18.3"
"PLUS","14.76","2.09","15.09","-6.9"
"PLXP",NA,NA,"-116.55","-84.7"
"PLXS","18.62","2.24","12.92","7.2"
"PLYA",NA,"0.73","-20.12","-99.7"
"PMBC","53","0.59","1.09","-14.5"
"PMD","37.89","1.69","-12.73","-64.3"
"PME","19","1.29","6.41","-7.9"
"PMVP",NA,"10.04",NA,NA
"PNBK",NA,"0.42","-5.79","16.3"
"PNFP","10.17","0.67","6.7","-19.2"
"PNNT","13.98","0.41","-3.1","-9.6"
"PNRG","28.34","1.28","-6.09","-72.4"
"PNTG","218.83","13.38","6.3","12.1"
"POAI",NA,"1.02","-151.07","-36.1"
"PODD","895.14","29.21","4.45","27.8"
"POLA","33.14","2.25","-36.77","-87.8"
"POOL","51.48","29.67","68.92","14.2"
"POWI","17.64","4.75","31.38","3.9"
"POWL","14.95","0.99","6.75","-12.9"
"PPBI","104.43","0.85","0.39",NA
"PPC","15.66","1.71","11.33","-0.7"
"PPD","450.23",NA,NA,"1.4"
"PPIH","18.81","0.86","-1.65","-44.5"
"PPSI",NA,"2.03","-116.96","-5.1"
"PRAA","14.08","1.56","12.07","0"
"PRAH","33.85","6.03","18.22","-4.4"
"PRCP",NA,"1.76","-9.9","-30.7"
"PRDO","8.74","1.82","24.01","12.5"
"PRFT","39.36","3.67","9.66","3.2"
"PRGS","31.63","4.88","16.35","2.8"
"PRGX",NA,"2.19","-17.17","-7.1"
"PRIM","10.85","1.48","14.63","15"
"PRLD",NA,NA,NA,NA
"PROF",NA,"6.26","-50.9","147.6"
"PROG",NA,NA,NA,"-69.8"
"PROV","13.61","0.82","6.29","-17.4"
"PRPH",NA,"5.85","-12.48","119.4"
"PRPL","1.03k","87.81","139.81","60.3"
"PRPO",NA,"3.01","-82.78","38.9"
"PRQR",NA,"2.38","-68.04","-51.3"
"PRSC","293.5","4.09","13.35","-22.4"
"PRTA",NA,"1.88","-33.82","16.8"
"PRTH",NA,NA,NA,"0.2"
"PRTK",NA,NA,NA,"356"
"PRTS",NA,"28.84","-91.58","61.4"
"PRVB",NA,"4.59","-54.69",NA
"PRVL",NA,"2.48","-47.81",NA
"PS",NA,"15.8","-70.5","24.9"
"PSEC","15.22","0.64","-0.51","-11.6"
"PSHG",NA,"0.27","-23.04","252.6"
"PSMT","28.07","2.7","9.88","1.4"
"PSNL","69.17","9.71","-30.38","23.2"
"PSTI",NA,"4.86","-74.82",NA
"PSTV","0.31","3.57",NA,"-38.7"
"PSTX",NA,"11.97",NA,NA
"PT","1.56","2.52","-152.45","-47.5"
"PTAC",NA,NA,NA,NA
"PTC","115.29","7.66","6.85","19"
"PTCT",NA,"6.08","-81.38","-12"
"PTE",NA,"1.43","-139.78","70.9"
"PTEN",NA,"0.24","-33.87","-62.9"
"PTGX",NA,"4.51","-58.31",NA
"PTI",NA,"1.38","-68.48",NA
"PTNR","73.16","1.41","1.99","-0.9"
"PTON",NA,"22.59","-6.88","171.8"
"PTRS","25.45","0.7","6.17","33.9"
"PTSI","8","1.89","-8.12","-30.1"
"PTVCA","37.99","0.62","-2.2","-8.2"
"PTVCB","30","0.62","-2.2","-8.2"
"PTVE","10.89","1.5","-2.61","-13.1"
"PULM",NA,"2.95","-84.14","-27.4"
"PUYI","43.77","6.51","-8.67","-15"
"PVAC","1.17","0.25","23.96","-62.5"
"PVBC","13.58","0.67","5.73","24.9"
"PWFL",NA,"2.48","-15.55","58.3"
"PWOD","10.65","0.94","9.21","-5.6"
"PXLW",NA,"2.15","-40.15","-48.7"
"PXS",NA,"0.7","-20.69","-15"
"PYPD",NA,"2.71",NA,NA
"PYPL","93.78","13.6","15.27","22.2"
"PZZA","217.5",NA,NA,"15.3"
"QADA","2.21k","8.15","0.16","-3"
"QADB","1.59k","5.86","0.16","-3"
"QCOM","54.44","44.04","62.58","-49.2"
"QCRH","8.47","0.84","10.55","-6.4"
"QDEL","71.7","17.5","27.58","86.4"
"QFIN","5.39","1.67","34.39","50"
"QH","305.02",NA,"1.84","44.3"
"QIWI","13.57","2.67","20.34","9.5"
"QK",NA,NA,NA,"6.5"
"QLGN",NA,NA,NA,"-40.2"
"QLYS","49.09","9.78","21.44","12.5"
"QMCO",NA,NA,NA,"-30.6"
"QNST","47.12","3.3","7.56","-4.1"
"QQQX","8.45","0.99",NA,NA
"QRHC","30.42","0.59","1.7","-13.7"
"QRTEA",NA,"0.61","-6.88","10"
"QRTEB",NA,"0.62","-6.88","10"
"QRVO","41.2","3.57","9.02","1.5"
"QTNT",NA,"31",NA,"9.2"
"QTRX",NA,"12.01","-48.16","-3"
"QTT",NA,"15.61",NA,"4"
"QUIK",NA,"2.17","-75.97","5.2"
"QUMU",NA,"8.86","-108.1","74"
"QURE",NA,"6.16","-68.21","-38"
"RACA",NA,NA,NA,NA
"RADA",NA,"4.43","0.02","74.6"
"RADI",NA,NA,"0.81","17.6"
"RAIL",NA,"0.36","-60.01","-76.3"
"RAND",NA,"0.59","-1.35","15.7"
"RAPT",NA,"7.8","-53.35",NA
"RARE",NA,"8.17","-39.66","155.5"
"RAVE",NA,"22.04","-171.48","-47.2"
"RAVN","37.98","2.74","7.08","-13.1"
"RBB","7.78","0.59","7.91","-17.7"
"RBBN",NA,"1.06","-32.46","44.7"
"RBCAA","7.55","0.82","11.35","-0.3"
"RBCN",NA,"0.66","-2.69","67.8"
"RBKB","11.86","0.69","5.71","-1.2"
"RBNC","12.36","0.86","4.66","92.4"
"RCEL",NA,"7.62","-90.16","80.3"
"RCII","11.85","3.74","36.33","4.2"
"RCKT",NA,"6","-34.5",NA
"RCKY","13.69","1.17","8.88","-9.3"
"RCM","125","43.87","19.76","6.7"
"RCMT","7.69","0.66","-20.68","-35.6"
"RCON",NA,"0.44","-17.7","-41.2"
"RDCM",NA,"1.74","-7.94","7.2"
"RDFN",NA,"14.5","-19.15","8"
"RDHL",NA,"10.97","-164.63","1,237.10"
"RDI","28.08","0.59","-39.18","-95.5"
"RDIB","88.46","5.03","-39.18","-95.5"
"RDNT","42.79","5.85","-2.33","-25.3"
"RDUS",NA,NA,NA,"22.1"
"RDVT",NA,"6.26","-24.98","-2.6"
"RDWR","65.78","2.9","4.61","-3.3"
"REAL","5.52","5.1","-77.68","-20.5"
"REDU","390.26","5.43","-18.41","-55.1"
"REED",NA,"22.29","-524.02","14.5"
"REFR",NA,"14.9","-37","-41.5"
"REG","53.86","1.07","1.5","-19.1"
"REGI","4.25","1.91","62.13","-2.6"
"REGN","23.25","7.04","31.72","23.7"
"REKR",NA,NA,NA,"89.1"
"RELL",NA,"0.5","-2.6","-4.5"
"RELV",NA,"0.58","-1.86","-2.9"
"REPH","35.15",NA,NA,"-50.3"
"REPL",NA,"5.94","-29.71",NA
"RESN",NA,"5.59","-169.13","858.7"
"RETA",NA,"15.8","-346.35","-81.2"
"RETO",NA,"0.27","-1.9","-3.3"
"REXN",NA,"1.37","-67.16",NA
"REYN","22.51","4.41",NA,"3.9"
"RFIL","74.83","1.38","1.74","-38.5"
"RGCO","17.32","2.17","12.97","-5.2"
"RGEN","298.26","8.11","3.13","23.7"
"RGLD","40.42","3.54","8.78","3.7"
"RGLS",NA,"2.17","-348.17",NA
"RGNX",NA,"2.65","-30.22","110.2"
"RGP","14.81","1.22","8.57","-14.4"
"RIBT",NA,"0.73","-49.65","-5.1"
"RICK","14.77","1.38","-1.81","-68.7"
"RIGL",NA,"7.19","-35.37","53.9"
"RILY","23.13","2.2","11.39","61.8"
"RIOT",NA,"5.98","-74.67","-21.3"
"RIVE","9.06","0.7","-18.99","-20.7"
"RKDA",NA,"2.8","-255.4","38.4"
"RLAY",NA,"10.52",NA,NA
"RLMD",NA,"4.29",NA,NA
"RMBI",NA,"0.74","-7.55","7.5"
"RMBL",NA,"11.93","-215.11","-68.8"
"RMBS",NA,"1.7","-4.71","2.8"
"RMCF","24.74","1.06","-18.36","-67.9"
"RMNI",NA,NA,NA,"12.2"
"RMR","15.53","3.1","13.24","-11.7"
"RMRM","1.73","0.56","-24.51","-20.8"
"RMTI",NA,"6.25","-131.14","7.1"
"RNA",NA,"3.24",NA,"587.9"
"RNDB","10.89","0.87","7.74","63.5"
"RNET",NA,"7.35","-110.22","-11.5"
"RNLX",NA,"9.96",NA,NA
"RNST","15.84","0.73","4.66","-7"
"RNWK",NA,"1.54","-52.98","-8.6"
"ROAD","26.99","2.89","11.33","-4.5"
"ROCH",NA,NA,NA,NA
"ROCK","30.42","3.32","11.68","8.8"
"ROIC","28.21","1.08","3.85","-8.7"
"ROKU",NA,"27.3","-18.78","42.4"
"ROLL","26.44","2.75","11.05","-14.3"
"ROST","64.13","11.94","17.63","-32.5"
"RP","119.02","3.89","3.64","17.1"
"RPAY",NA,"4.31","-26.05","68.3"
"RPD",NA,"37.03","-82.08","25.3"
"RPRX","36.18","6.11",NA,"11.7"
"RPTX",NA,"2.86",NA,NA
"RRBI","12.47","1.25","10.68","11.8"
"RRGB",NA,"1.38","-90.97","-47.7"
"RRR",NA,"8.09","-48.76","-77.5"
"RSSS",NA,"12.82","-19.76","5.5"
"RTLR","7.7","2.5","14.81","-20.6"
"RTRX",NA,"3.39","-30.89","8.3"
"RUBY",NA,"2.13","-64.77",NA
"RUHN",NA,"1.35","-11.37","-10.3"
"RUN","366.05","13.78","-27.9","-11.4"
"RUSHA","19.75","1.68","8.94","-35.1"
"RUSHB","18.01","1.53","8.94","-35.1"
"RUTH","9.17","3.65","-2.36","-74.2"
"RVMD",NA,"8.17",NA,"-18.4"
"RVNC",NA,"6.57","-94.21",NA
"RVSB","9.34","0.75","8.41","-36.7"
"RWLK",NA,"1.93","-93.66","90.2"
"RXT",NA,"4.6",NA,"9"
"RYAAY","72.78","3.44","4.44","-94.6"
"RYTM",NA,"4.77","-65.93",NA
"SABR","18.52","6.5","-92.52","-91.7"
"SAFM","85.87","1.99","-1.58","1.2"
"SAFT","12.56","1.27","10.53","-3.8"
"SAGE",NA,"4.66","-62.97","24.7"
"SAIA","34.61","4.32","13.59","-9.9"
"SAII",NA,NA,NA,NA
"SAL","8.98","0.82","9.48","-5.7"
"SALM",NA,"0.2","-47.3","-18.3"
"SAMA",NA,"1.25",NA,NA
"SAMAU",NA,NA,NA,NA
"SAMG","10.18","2.55","21.31","0.5"
"SANM","18.14","1.12","6.57","-18.4"
"SANW",NA,"0.97","-21.78","-44.8"
"SAQN",NA,NA,NA,NA
"SASR","16.63","0.85","4.26","-18.9"
"SATS",NA,"0.74","-3.88","-0.2"
"SAVA",NA,"10.8","-21.42",NA
"SBAC","234.62",NA,NA,"1.4"
"SBBP",NA,"3.05","-75.8","27.7"
"SBCF","13.1","1.06","8.01","4.9"
"SBFG","10.95","0.89","8.43","32.7"
"SBGI","4.4","0.85","24.05","66.4"
"SBLK",NA,"0.43","-0.81","-7.4"
"SBNY","9.01","0.96","10.81","-9.2"
"SBPH",NA,"1.03","-81.68",NA
"SBRA","22.21","0.88","3.86","1.4"
"SBSI","13.99","1.05","7.8","4.5"
"SBT","20.26","0.59","2.86","-76.3"
"SBUX","79.31",NA,NA,"-38.1"
"SCHL","64","0.64","-2.13","-7.5"
"SCHN","177.42","0.86","0.77","-26.4"
"SCKT","37.1","0.66","-5.53","-46.3"
"SCOR",NA,"0.65","-21.77","-8.6"
"SCPH",NA,"2.45","-40.13",NA
"SCPL","9.47","5.3","46.7","40.2"
"SCSC","17.61","0.81","-9.95","-33.8"
"SCVL","43.62","1.64","3.74","12.1"
"SCWX",NA,"1.49","-3.28","1.4"
"SCYX",NA,"9.01","-427.63",NA
"SDC",NA,"14.71","-276.38","-49"
"SDGR",NA,"13.51","-18.21","21.5"
"SEAC",NA,"0.77","-23.56","-73.4"
"SECO","14.86","0.57","3.54","-23.7"
"SEDG","89.89","16.37","21.56","2.1"
"SEED",NA,NA,"-371.99","-46.4"
"SEEL","0.76","12.45","-519.11",NA
"SEIC","18.09","4.79","28.19","-2.2"
"SELB",NA,NA,NA,NA
"SELF","192","0.92","-0.29","4"
"SENEA","5.53","0.92","17.08","8.8"
"SENEB","4.93","0.82","17.08","8.8"
"SESN",NA,"6.79","-493.92",NA
"SFBC","11.6","0.94","8.43","7.4"
"SFBS","13.2","2.21","18.17","12.7"
"SFET",NA,"1.34","-110.11","173.4"
"SFIX","82.13","8.47","-16.84","2.6"
"SFM","11.85","3.46","33.99","16"
"SFNC","6.76","0.64","10.07","2.6"
"SFST","9.45","0.96","10.9","-7.6"
"SG",NA,"0.87","-15.25","-7"
"SGA","29.55","0.62","2.09","-47.6"
"SGBX",NA,"0.86","-52.39","-13.6"
"SGC","16.32","2.39","15.49","72.7"
"SGEN",NA,"19.27","-16.57","27.3"
"SGH","29.85","2.17","-0.41","6.7"
"SGLB",NA,"3.91","-231.22","399.3"
"SGMA","30.7","0.27","-1.4","-18.2"
"SGMO",NA,"3.08","-21.28","22.8"
"SGMS",NA,NA,NA,"-36.2"
"SGOC",NA,"0.77","-24.72","-8.4"
"SGRP","40.47","0.96","14.39","-25.3"
"SGRY",NA,"1.96","1.26","-15.9"
"SHBI","8.65","0.72","8.52","0.7"
"SHEN","32.52","4.47","14.46","6.7"
"SHIP","0.01","0.56","-37.78","-51.8"
"SHOO","55.05","2.49","4.44","-68.2"
"SHSP",NA,"4.52","-25.76","31.8"
"SHYF","20.12","4.17","20.7","-31"
"SIBN",NA,"6.28","-49.19","-13.9"
"SIC","40.06","1.16","-0.97","-20.8"
"SIEB","38.5","3.3","10.12","17.7"
"SIEN",NA,"10.09","-153.82","-39.4"
"SIFY","23.87","1.38",NA,"-4.7"
"SIGA","114.33","5.69","6.36","932.6"
"SIGI","16.83","1.37","8.6","-3.6"
"SILC","37.33","1.63","4.41","-9.3"
"SILK",NA,"16.99","-34.61","1.1"
"SIMO","17.48","2.49","14.4","38.4"
"SINA",NA,"1.08","1.66","-4.7"
"SINO",NA,"1.23","-239.02","-30.7"
"SINT","5.25","2.42","-41.32","22.2"
"SIRI","25.39",NA,NA,"-5.2"
"SITM",NA,"15.86","-17.57","35.5"
"SIVB","15.89","2.03","14.24","-2.8"
"SJ",NA,NA,"292.45","8.9"
"SKYS",NA,"4.07",NA,NA
"SKYW","9.28","0.72","8.02","-53"
"SLAB","152.06","3.97","2.74","0.4"
"SLCT","17.98","0.65","3.77","-14.4"
"SLDB",NA,"4.4","-182.24",NA
"SLGG",NA,"2.59","-118.75","45.3"
"SLGL",NA,"2.58","-46.79","-85.5"
"SLGN","17.47","4.02","24.94","7.6"
"SLM","7.24","2.18","21.38","-95.6"
"SLMBP",NA,NA,"21.38","-95.6"
"SLN",NA,"11.92","-81.78",NA
"SLNO",NA,"2.78","-77.06",NA
"SLP","141.73","30.89","22.3","23.8"
"SLRC","14.61","0.82","-1.11","-26"
"SLRX","1.8","0.99","-95.3","38.8"
"SLS","0.6","6.5","-222.82",NA
"SMBC","8.09","0.85","11.09","14.9"
"SMBK","9.57","0.64","6.72","17.8"
"SMCI","17.06","1.34","8.4","4.9"
"SMED","44.64","3.47","8.14","3.2"
"SMIT",NA,"1.61","-18.09","-19.7"
"SMMC",NA,NA,NA,NA
"SMMCU",NA,NA,NA,NA
"SMMF","7.54","0.81","11.08","-8.2"
"SMMT",NA,"16.59",NA,"9"
"SMPL","72.58","1.71","2.77","54.2"
"SMSI","14.83","2.91","24.63","19.2"
"SMTC","89.25","5.49","6.24","4.7"
"SMTX",NA,"2.36","-6.8","-0.6"
"SNBP",NA,"18.45","-615.64",NA
"SNBR","18.24",NA,NA,"-20"
"SNCA","11.16","0.71","-146.47","-68.3"
"SNCR",NA,"2.38","-22.2","-1.7"
"SND","3.09","0.23","7.43","-61.6"
"SNDE","0.8","0.04","5.23","-69.6"
"SNDL",NA,"0.5","-465.95","4.6"
"SNDX",NA,"4.35","-58.28","0"
"SNES",NA,"1.26","-211.18","195.8"
"SNEX","8.98","1.54","18.96","5.1"
"SNFCA","5.12","0.61","13.73","73.4"
"SNGX",NA,"8.66","-330.01","-67.3"
"SNOA",NA,"1.42","-30.01","65.4"
"SNPS","56.44","7.53","14.7","13"
"SNSS",NA,"5.55","-168.03",NA
"SNY","9.61","1.69","18.62","-6"
